experiment_id,family,role,condition,seed,dataset,dataset_split,model_or_method,executor,device,runtime_sec,status,evidence_path,controller_python,platform
s000-proposer-clean,seeded_fault,proposer,clean,0,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0034337820000018,SUCCEEDED,runs/seeded_faults/seed_000/proposer_clean,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s000-rep-clean,seeded_fault,replicator,clean,0,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0027919039998778,SUCCEEDED,runs/seeded_faults/seed_000/replicator_clean,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s000-rep-data_mismatch,seeded_fault,replicator,data_mismatch,0,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0052411100000426,SUCCEEDED,runs/seeded_faults/seed_000/replicator_data_mismatch,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s000-rep-metric_mismatch,seeded_fault,replicator,metric_mismatch,0,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0026681159999952,SUCCEEDED,runs/seeded_faults/seed_000/replicator_metric_mismatch,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s000-rep-implementation_mismatch,seeded_fault,replicator,implementation_mismatch,0,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0037185020000833,SUCCEEDED,runs/seeded_faults/seed_000/replicator_implementation_mismatch,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s000-rep-environment_mismatch,seeded_fault,replicator,environment_mismatch,0,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0025859630000013,SUCCEEDED,runs/seeded_faults/seed_000/replicator_environment_mismatch,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s000-rep-protocol_ambiguous,seeded_fault,replicator,protocol_ambiguous,0,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0024236579999978,SUCCEEDED,runs/seeded_faults/seed_000/replicator_protocol_ambiguous,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s000-rep-hidden_contamination,seeded_fault,replicator,hidden_contamination,0,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0024797720000151,SUCCEEDED,runs/seeded_faults/seed_000/replicator_hidden_contamination,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s000-proposer-shared,seeded_fault,proposer,shared_bug,0,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0029751899999155,SUCCEEDED,runs/seeded_faults/seed_000/proposer_shared_bug,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s000-rep-shared_bug,seeded_fault,replicator,shared_bug,0,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.002459010999928,SUCCEEDED,runs/seeded_faults/seed_000/replicator_shared_bug,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s001-proposer-clean,seeded_fault,proposer,clean,1,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0024141529997905,SUCCEEDED,runs/seeded_faults/seed_001/proposer_clean,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s001-rep-clean,seeded_fault,replicator,clean,1,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0024495369998476,SUCCEEDED,runs/seeded_faults/seed_001/replicator_clean,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s001-rep-data_mismatch,seeded_fault,replicator,data_mismatch,1,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.004932632999953,SUCCEEDED,runs/seeded_faults/seed_001/replicator_data_mismatch,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s001-rep-metric_mismatch,seeded_fault,replicator,metric_mismatch,1,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0023786589999872,SUCCEEDED,runs/seeded_faults/seed_001/replicator_metric_mismatch,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s001-rep-implementation_mismatch,seeded_fault,replicator,implementation_mismatch,1,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0033185080001203,SUCCEEDED,runs/seeded_faults/seed_001/replicator_implementation_mismatch,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s001-rep-environment_mismatch,seeded_fault,replicator,environment_mismatch,1,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0026039699998818,SUCCEEDED,runs/seeded_faults/seed_001/replicator_environment_mismatch,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s001-rep-protocol_ambiguous,seeded_fault,replicator,protocol_ambiguous,1,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.002632763000065,SUCCEEDED,runs/seeded_faults/seed_001/replicator_protocol_ambiguous,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s001-rep-hidden_contamination,seeded_fault,replicator,hidden_contamination,1,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0027093490000424,SUCCEEDED,runs/seeded_faults/seed_001/replicator_hidden_contamination,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s001-proposer-shared,seeded_fault,proposer,shared_bug,1,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0026988640001945,SUCCEEDED,runs/seeded_faults/seed_001/proposer_shared_bug,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s001-rep-shared_bug,seeded_fault,replicator,shared_bug,1,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0025635580000198,SUCCEEDED,runs/seeded_faults/seed_001/replicator_shared_bug,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s002-proposer-clean,seeded_fault,proposer,clean,2,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0038396850000026,SUCCEEDED,runs/seeded_faults/seed_002/proposer_clean,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s002-rep-clean,seeded_fault,replicator,clean,2,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0025479659998381,SUCCEEDED,runs/seeded_faults/seed_002/replicator_clean,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s002-rep-data_mismatch,seeded_fault,replicator,data_mismatch,2,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0067443880000155,SUCCEEDED,runs/seeded_faults/seed_002/replicator_data_mismatch,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s002-rep-metric_mismatch,seeded_fault,replicator,metric_mismatch,2,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0025718009999309,SUCCEEDED,runs/seeded_faults/seed_002/replicator_metric_mismatch,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s002-rep-implementation_mismatch,seeded_fault,replicator,implementation_mismatch,2,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0026651419998415,SUCCEEDED,runs/seeded_faults/seed_002/replicator_implementation_mismatch,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s002-rep-environment_mismatch,seeded_fault,replicator,environment_mismatch,2,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0035061419998783,SUCCEEDED,runs/seeded_faults/seed_002/replicator_environment_mismatch,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s002-rep-protocol_ambiguous,seeded_fault,replicator,protocol_ambiguous,2,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.002664932000016,SUCCEEDED,runs/seeded_faults/seed_002/replicator_protocol_ambiguous,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s002-rep-hidden_contamination,seeded_fault,replicator,hidden_contamination,2,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0027333549999184,SUCCEEDED,runs/seeded_faults/seed_002/replicator_hidden_contamination,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s002-proposer-shared,seeded_fault,proposer,shared_bug,2,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0034582579999096,SUCCEEDED,runs/seeded_faults/seed_002/proposer_shared_bug,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s002-rep-shared_bug,seeded_fault,replicator,shared_bug,2,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0029761309999685,SUCCEEDED,runs/seeded_faults/seed_002/replicator_shared_bug,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s003-proposer-clean,seeded_fault,proposer,clean,3,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.002691082000183,SUCCEEDED,runs/seeded_faults/seed_003/proposer_clean,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s003-rep-clean,seeded_fault,replicator,clean,3,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0025888069999382,SUCCEEDED,runs/seeded_faults/seed_003/replicator_clean,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s003-rep-data_mismatch,seeded_fault,replicator,data_mismatch,3,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0050775120000707,SUCCEEDED,runs/seeded_faults/seed_003/replicator_data_mismatch,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s003-rep-metric_mismatch,seeded_fault,replicator,metric_mismatch,3,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0025388720000592,SUCCEEDED,runs/seeded_faults/seed_003/replicator_metric_mismatch,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s003-rep-implementation_mismatch,seeded_fault,replicator,implementation_mismatch,3,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0045799320000696,SUCCEEDED,runs/seeded_faults/seed_003/replicator_implementation_mismatch,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s003-rep-environment_mismatch,seeded_fault,replicator,environment_mismatch,3,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0041468479998911,SUCCEEDED,runs/seeded_faults/seed_003/replicator_environment_mismatch,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s003-rep-protocol_ambiguous,seeded_fault,replicator,protocol_ambiguous,3,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0032716170001094,SUCCEEDED,runs/seeded_faults/seed_003/replicator_protocol_ambiguous,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s003-rep-hidden_contamination,seeded_fault,replicator,hidden_contamination,3,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0035936140000103,SUCCEEDED,runs/seeded_faults/seed_003/replicator_hidden_contamination,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s003-proposer-shared,seeded_fault,proposer,shared_bug,3,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.00493269399999,SUCCEEDED,runs/seeded_faults/seed_003/proposer_shared_bug,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s003-rep-shared_bug,seeded_fault,replicator,shared_bug,3,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0044036060000962,SUCCEEDED,runs/seeded_faults/seed_003/replicator_shared_bug,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s004-proposer-clean,seeded_fault,proposer,clean,4,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.004050381999832,SUCCEEDED,runs/seeded_faults/seed_004/proposer_clean,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s004-rep-clean,seeded_fault,replicator,clean,4,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0042340600000443,SUCCEEDED,runs/seeded_faults/seed_004/replicator_clean,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s004-rep-data_mismatch,seeded_fault,replicator,data_mismatch,4,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0069538239999928,SUCCEEDED,runs/seeded_faults/seed_004/replicator_data_mismatch,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s004-rep-metric_mismatch,seeded_fault,replicator,metric_mismatch,4,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0045877239999754,SUCCEEDED,runs/seeded_faults/seed_004/replicator_metric_mismatch,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s004-rep-implementation_mismatch,seeded_fault,replicator,implementation_mismatch,4,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.007454288999952,SUCCEEDED,runs/seeded_faults/seed_004/replicator_implementation_mismatch,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s004-rep-environment_mismatch,seeded_fault,replicator,environment_mismatch,4,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.004877419999957,SUCCEEDED,runs/seeded_faults/seed_004/replicator_environment_mismatch,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s004-rep-protocol_ambiguous,seeded_fault,replicator,protocol_ambiguous,4,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0041277990001162,SUCCEEDED,runs/seeded_faults/seed_004/replicator_protocol_ambiguous,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s004-rep-hidden_contamination,seeded_fault,replicator,hidden_contamination,4,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0030419409999922,SUCCEEDED,runs/seeded_faults/seed_004/replicator_hidden_contamination,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s004-proposer-shared,seeded_fault,proposer,shared_bug,4,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0031867699999565,SUCCEEDED,runs/seeded_faults/seed_004/proposer_shared_bug,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s004-rep-shared_bug,seeded_fault,replicator,shared_bug,4,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0031397989998822,SUCCEEDED,runs/seeded_faults/seed_004/replicator_shared_bug,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s005-proposer-clean,seeded_fault,proposer,clean,5,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.002913086000035,SUCCEEDED,runs/seeded_faults/seed_005/proposer_clean,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s005-rep-clean,seeded_fault,replicator,clean,5,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0026995030000307,SUCCEEDED,runs/seeded_faults/seed_005/replicator_clean,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s005-rep-data_mismatch,seeded_fault,replicator,data_mismatch,5,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0051375640000514,SUCCEEDED,runs/seeded_faults/seed_005/replicator_data_mismatch,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s005-rep-metric_mismatch,seeded_fault,replicator,metric_mismatch,5,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0043236839999281,SUCCEEDED,runs/seeded_faults/seed_005/replicator_metric_mismatch,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s005-rep-implementation_mismatch,seeded_fault,replicator,implementation_mismatch,5,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0032911970001805,SUCCEEDED,runs/seeded_faults/seed_005/replicator_implementation_mismatch,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s005-rep-environment_mismatch,seeded_fault,replicator,environment_mismatch,5,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0028732560001571,SUCCEEDED,runs/seeded_faults/seed_005/replicator_environment_mismatch,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s005-rep-protocol_ambiguous,seeded_fault,replicator,protocol_ambiguous,5,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0050641069999528,SUCCEEDED,runs/seeded_faults/seed_005/replicator_protocol_ambiguous,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s005-rep-hidden_contamination,seeded_fault,replicator,hidden_contamination,5,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0037068890001137,SUCCEEDED,runs/seeded_faults/seed_005/replicator_hidden_contamination,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s005-proposer-shared,seeded_fault,proposer,shared_bug,5,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0048890579998897,SUCCEEDED,runs/seeded_faults/seed_005/proposer_shared_bug,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s005-rep-shared_bug,seeded_fault,replicator,shared_bug,5,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0034989800001312,SUCCEEDED,runs/seeded_faults/seed_005/replicator_shared_bug,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s006-proposer-clean,seeded_fault,proposer,clean,6,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0054017620000195,SUCCEEDED,runs/seeded_faults/seed_006/proposer_clean,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s006-rep-clean,seeded_fault,replicator,clean,6,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0034738530000595,SUCCEEDED,runs/seeded_faults/seed_006/replicator_clean,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s006-rep-data_mismatch,seeded_fault,replicator,data_mismatch,6,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0084953909999967,SUCCEEDED,runs/seeded_faults/seed_006/replicator_data_mismatch,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s006-rep-metric_mismatch,seeded_fault,replicator,metric_mismatch,6,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0033658299998933,SUCCEEDED,runs/seeded_faults/seed_006/replicator_metric_mismatch,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s006-rep-implementation_mismatch,seeded_fault,replicator,implementation_mismatch,6,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0038677480001751,SUCCEEDED,runs/seeded_faults/seed_006/replicator_implementation_mismatch,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s006-rep-environment_mismatch,seeded_fault,replicator,environment_mismatch,6,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.003449276000083,SUCCEEDED,runs/seeded_faults/seed_006/replicator_environment_mismatch,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s006-rep-protocol_ambiguous,seeded_fault,replicator,protocol_ambiguous,6,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0054143959998782,SUCCEEDED,runs/seeded_faults/seed_006/replicator_protocol_ambiguous,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s006-rep-hidden_contamination,seeded_fault,replicator,hidden_contamination,6,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0034439879998444,SUCCEEDED,runs/seeded_faults/seed_006/replicator_hidden_contamination,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s006-proposer-shared,seeded_fault,proposer,shared_bug,6,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.003212688000076,SUCCEEDED,runs/seeded_faults/seed_006/proposer_shared_bug,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s006-rep-shared_bug,seeded_fault,replicator,shared_bug,6,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0031805300000087,SUCCEEDED,runs/seeded_faults/seed_006/replicator_shared_bug,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s007-proposer-clean,seeded_fault,proposer,clean,7,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0035461019999729,SUCCEEDED,runs/seeded_faults/seed_007/proposer_clean,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s007-rep-clean,seeded_fault,replicator,clean,7,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0029482690001714,SUCCEEDED,runs/seeded_faults/seed_007/replicator_clean,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s007-rep-data_mismatch,seeded_fault,replicator,data_mismatch,7,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0059399950000624,SUCCEEDED,runs/seeded_faults/seed_007/replicator_data_mismatch,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s007-rep-metric_mismatch,seeded_fault,replicator,metric_mismatch,7,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0050744579998536,SUCCEEDED,runs/seeded_faults/seed_007/replicator_metric_mismatch,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s007-rep-implementation_mismatch,seeded_fault,replicator,implementation_mismatch,7,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0038560290001896,SUCCEEDED,runs/seeded_faults/seed_007/replicator_implementation_mismatch,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s007-rep-environment_mismatch,seeded_fault,replicator,environment_mismatch,7,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0032387279998147,SUCCEEDED,runs/seeded_faults/seed_007/replicator_environment_mismatch,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s007-rep-protocol_ambiguous,seeded_fault,replicator,protocol_ambiguous,7,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.003148511000063,SUCCEEDED,runs/seeded_faults/seed_007/replicator_protocol_ambiguous,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s007-rep-hidden_contamination,seeded_fault,replicator,hidden_contamination,7,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0041532870000082,SUCCEEDED,runs/seeded_faults/seed_007/replicator_hidden_contamination,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s007-proposer-shared,seeded_fault,proposer,shared_bug,7,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0033403509999061,SUCCEEDED,runs/seeded_faults/seed_007/proposer_shared_bug,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s007-rep-shared_bug,seeded_fault,replicator,shared_bug,7,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0032287330000144,SUCCEEDED,runs/seeded_faults/seed_007/replicator_shared_bug,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s008-proposer-clean,seeded_fault,proposer,clean,8,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.005252627000118,SUCCEEDED,runs/seeded_faults/seed_008/proposer_clean,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s008-rep-clean,seeded_fault,replicator,clean,8,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0041782949999742,SUCCEEDED,runs/seeded_faults/seed_008/replicator_clean,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s008-rep-data_mismatch,seeded_fault,replicator,data_mismatch,8,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.008380137000131,SUCCEEDED,runs/seeded_faults/seed_008/replicator_data_mismatch,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s008-rep-metric_mismatch,seeded_fault,replicator,metric_mismatch,8,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0033362149999902,SUCCEEDED,runs/seeded_faults/seed_008/replicator_metric_mismatch,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s008-rep-implementation_mismatch,seeded_fault,replicator,implementation_mismatch,8,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0036306389999936,SUCCEEDED,runs/seeded_faults/seed_008/replicator_implementation_mismatch,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s008-rep-environment_mismatch,seeded_fault,replicator,environment_mismatch,8,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0033762450000267,SUCCEEDED,runs/seeded_faults/seed_008/replicator_environment_mismatch,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s008-rep-protocol_ambiguous,seeded_fault,replicator,protocol_ambiguous,8,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.003049072000067,SUCCEEDED,runs/seeded_faults/seed_008/replicator_protocol_ambiguous,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s008-rep-hidden_contamination,seeded_fault,replicator,hidden_contamination,8,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0028524539998215,SUCCEEDED,runs/seeded_faults/seed_008/replicator_hidden_contamination,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s008-proposer-shared,seeded_fault,proposer,shared_bug,8,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0035470430000259,SUCCEEDED,runs/seeded_faults/seed_008/proposer_shared_bug,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s008-rep-shared_bug,seeded_fault,replicator,shared_bug,8,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0029953109999496,SUCCEEDED,runs/seeded_faults/seed_008/replicator_shared_bug,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s009-proposer-clean,seeded_fault,proposer,clean,9,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.003181209999866,SUCCEEDED,runs/seeded_faults/seed_009/proposer_clean,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s009-rep-clean,seeded_fault,replicator,clean,9,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.0029913549999491,SUCCEEDED,runs/seeded_faults/seed_009/replicator_clean,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
s009-rep-data_mismatch,seeded_fault,replicator,data_mismatch,9,synthetic_linear,full,canonical_OLS_or_fault_variant,awk,CPU,0.00689466599988,SUCCEEDED,runs/seeded_faults/seed_009/replicator_data_mismatch,3.13.5,Linux-6.18.35-x86_64-with-glibc2.41
